symbol,name,isin,sector,industry,country,exchange
FOXW,FoxWayne Enterprises Acquisitio,US35166L1098,Financial Services,Shell Companies,United States,NCM
FOXWU,FoxWayne Enterprises Acquisitio,US35166L2088,Financial Services,Shell Companies,United States,NCM
FPAY,"FlexShopper, Inc.",US33939J3032,Industrials,Rental & Leasing Services,United States,NCM
FR,"First Industrial Realty Trust, ",US32054K1034,Real Estate,REIT—Industrial,United States,NYQ
FRAF,Franklin Financial Services Cor,US3535251082,Financial Services,Banks—Regional,United States,NCM
FRBA,First Bank,US31931U1025,Financial Services,Banks—Regional,United States,NGM
FRBK,"Republic First Bancorp, Inc.",US7604161072,Financial Services,Banks—Regional,United States,NGM
FRBNU,Forbion European Acquisition Co,KYG3619H1285,Financial Services,Shell Companies,United States,NGM
FRC,FIRST REPUBLIC BANK,US33616C1009,Financial Services,Banks—Regional,United States,NYQ
FRE.DE,FRESENIUS SE&CO KGAA,-,Healthcare,Medical Care Facilities,Germany,GER
FREE,"Whole Earth Brands, Inc.",US96684W1009,Consumer Defensive,Packaged Foods,United States,NCM
FREQ,"Frequency Therapeutics, Inc.",US35803L1089,Healthcare,Biotechnology,United States,NMS
FREY,FREYR Battery,LU2360697374,Industrials,Electrical Equipment & Parts,Luxembourg,NYQ
FRG,"Franchise Group, Inc.",US35180X1054,Consumer Cyclical,Specialty Retail,United States,NGM
FRGAP,"Franchise Group, Inc. - 7.50% S",US35180X2045,Consumer Cyclical,Specialty Retail,United States,NGM
FRGI,"Fiesta Restaurant Group, Inc.",US31660B1017,Consumer Cyclical,Restaurants,United States,NMS
FRHC,Freedom Holding Corp.,US3563901046,Financial Services,Capital Markets,Kazakhstan,NCM
FRLA,Fortune Rise Acquisition Corpor,-,Financial Services,Shell Companies,United States,NGM
FRLAU,Fortune Rise Acquisition Corpor,US34969G2012,Financial Services,Shell Companies,United States,NGM
FRLAW,Fortune Rise Acquisition Corporation Warrant,-,Financial Services,Shell Companies,United States,NGM
FRLN,Freeline Therapeutics Holdings,US35655L1070,Healthcare,Biotechnology,United Kingdom,NMS
FRME,First Merchants Corporation,US3208171096,Financial Services,Banks—Regional,United States,NMS
FROG,JFrog Ltd.,IL0011684185,Technology,Software—Application,United States,NMS
FRON,Frontier Acquisition Corp.,KYG368261080,Financial Services,Shell Companies,United States,NCM
FRONU,Frontier Acquisition Corp.,KYG368261163,Financial Services,Shell Companies,United States,NCM
FRPH,"FRP Holdings, Inc.",US30292L1070,Real Estate,Real Estate Services,United States,NMS
FRPT,"Freshpet, Inc.",US3580391056,Consumer Defensive,Packaged Foods,United States,NGM
FRSG,First Reserve Sustainable Growt,US3361691070,Financial Services,Shell Companies,United States,NCM
FRSGU,First Reserve Sustainable Growt,US3361692060,Financial Services,Shell Companies,United States,NCM
FRSH,Freshworks Inc.,US3580541049,Technology,Software—Application,United States,NMS
FRST,Primis Financial Corp.,-,Financial Services,Banks—Regional,United States,NGM
FRSX,Foresight Autonomous Holdings L,US3455231049,Consumer Cyclical,Auto Parts,Israel,NCM
FRT,Federal Realty Investment Trust,US3137472060,Real Estate,REIT—Retail,United States,NYQ
FRTA,"Forterra, Inc.",US34960W1062,Industrials,Building Products & Equipment,United States,NMS
FRW,PWP Forward Acquisition Corp. I,US74709Q1013,Financial Services,Shell Companies,United States,NCM
FRWAU,PWP Forward Acquisition Corp. I,US74709Q2003,Financial Services,Shell Companies,United States,NCM
FSBC,Five Star Bancorp,US33830T1034,Financial Services,Banks—Regional,United States,NMS
FSBW,"FS Bancorp, Inc.",US30263Y1047,Financial Services,Banks—Regional,United States,NCM
FSEA,First Seacoast Bancorp,US33631P1021,Financial Services,Banks—Regional,United States,NCM
FSFG,"First Savings Financial Group, ",US33621E1091,Financial Services,Banks—Regional,United States,NCM
FSLR,"First Solar, Inc.",US3364331070,Technology,Solar,United States,NMS
FSRX,FinServ Acquisition Corp. II,US31809Y1038,Financial Services,Shell Companies,United States,NCM
FSRXU,FinServ Acquisition Corp. II,US31809Y2028,Financial Services,Shell Companies,United States,NCM
FSSI,Fortistar Sustainable Solutions,US34962M1062,Financial Services,Shell Companies,United States,NCM
FSSIU,Fortistar Sustainable Solutions,US34962M2052,Financial Services,Shell Companies,United States,NCM
FSTR,L.B. Foster Company,US3500601097,Industrials,Railroads,United States,NMS
FSTX,"F-star Therapeutics, Inc.",US30315R1077,Healthcare,Biotechnology,United Kingdom,NCM
FSV,FirstService Corporation,CA33767E2024,Real Estate,Real Estate Services,Canada,NMS
FTAA,FTAC Athena Acquisition Corp.,KYG372831019,Financial Services,Shell Companies,United States,NCM
FTAAU,FTAC Athena Acquisition Corp.,KYG372831274,Financial Services,Shell Companies,United States,NCM
FTCI,"FTC Solar, Inc.",US30320C1036,Technology,Solar,United States,NGM
FTCV,FinTech Acquisition Corp. V,US31810Q1076,Financial Services,Shell Companies,United States,NCM
FTCVU,FinTech Acquisition Corp. V,US31810Q3056,Financial Services,Shell Companies,United States,NCM
FTCVW,FinTech Acquisition Corp. V,-,,,United States,NCM
FTDR,"frontdoor, inc.",-,Consumer Cyclical,Personal Services,United States,NMS
FTEK,"Fuel Tech, Inc.",US3595231073,Industrials,Pollution & Treatment Controls,United States,NCM
FTFT,Future FinTech Group Inc.,US36117V1052,Technology,Software—Application,China,NCM
FTHM,Fathom Holdings Inc.,US31189V1098,Real Estate,Real Estate Services,United States,NCM
FTI,TechnipFMC plc,GB00BDSFG982,Energy,Oil & Gas Equipment & Services,United Kingdom,NYQ
FTNT,"Fortinet, Inc.",US34959E1091,Technology,Software—Infrastructure,United States,NMS
FTPA,FTAC Parnassus Acquisition Corp,US30319B1089,Financial Services,Shell Companies,United States,NCM
FTPAU,FTAC Parnassus Acquisition Corp,US30319B2079,Financial Services,Shell Companies,United States,NCM
FTRP,Field Trip Health Ltd.,CA31656R1029,Healthcare,Medical Care Facilities,Canada,NMS
FTV,Fortive Corporation,US34959J1088,Technology,Scientific & Technical Instruments,United States,NYQ
FTVI,FinTech Acquisition Corp. VI,US31811H1068,Financial Services,Shell Companies,United States,NCM
FTVIU,FinTech Acquisition Corp. VI,US31811H2058,Financial Services,Shell Companies,United States,NCM
FULC,"Fulcrum Therapeutics, Inc.",US3596161097,Healthcare,Biotechnology,United States,NGM
FULT,Fulton Financial Corporation,US3602711000,Financial Services,Banks—Regional,United States,NMS
FULTP,Fulton Financial Corporation -,-,Financial Services,Banks—Regional,United States,NMS
FUNC,First,JO2103411010,Financial Services,Banks—Regional,United States,NMS
FUND,"Sprott Focus Trust, Inc. - Clos",-,Financial Services,Asset Management,Canada,NGM
FUSB,"First US Bancshares, Inc.",-,Financial Services,Banks—Regional,United States,NCM
FUSN,Fusion Pharmaceuticals Inc.,CA36118A1003,Healthcare,Biotechnology,Canada,NMS
FUTU,Futu Holdings Limited,US36118L1061,Financial Services,Capital Markets,Hong Kong,NGM
FUV,"Arcimoto, Inc.",US0395871009,Consumer Cyclical,Recreational Vehicles,United States,NGM
FVAM,5:01 Acquisition Corp.,US33836P1057,Financial Services,Shell Companies,United States,NCM
FVCB,"FVCBankcorp, Inc.",US36120Q1013,Financial Services,Banks—Regional,United States,NCM
FVE,Five Star Senior Living Inc.,US33832D2053,Healthcare,Medical Care Facilities,United States,NCM
FWAC,Fifth Wall Acquisition Corp. II,KYG341421025,Financial Services,Shell Companies,United States,NCM
FWBI,"First Wave BioPharma, Inc.",-,Healthcare,Biotechnology,United States,NCM
FWONA,Liberty Media Corporation - Ser,US5312298707,Communication Services,Broadcasting,United States,NMS
FWONK,Liberty Media Corporation - Ser,US5312298541,Communication Services,Broadcasting,United States,NMS
FWP,Forward Pharma A/S,US34986J2042,Healthcare,Biotechnology,Denmark,NCM
FWRD,Forward Air Corporation,US3498531017,Industrials,Integrated Freight & Logistics,United States,NMS
FWRG,"First Watch Restaurant Group, I",US33748L1017,Consumer Cyclical,Restaurants,United States,NMS
FXNC,First National Corporation,US32106V1070,Financial Services,Banks—Regional,United States,NCM
FYBR,"Frontier Communications Parent,",US35909D1090,Communication Services,Telecom Services,United States,NMS
GACQ,Global Consumer Acquisition Cor,US37892B1089,Financial Services,Shell Companies,United States,NCM
GACQU,Global Consumer Acquisition Cor,US37892B2079,Financial Services,Shell Companies,United States,NCM
GAIA,"Gaia, Inc.",US36269P1049,Communication Services,Entertainment,United States,NGM
GAIN,Gladstone Investment Corporatio,US3765461070,Financial Services,Asset Management,United States,NMS
GALT,Galectin Therapeutics Inc.,US3632252025,Healthcare,Biotechnology,United States,NCM
GAM,"General American Investors, Inc",-,Financial Services,Asset Management,United States,NYQ
GAMB,Gambling.com Group Limited,JE00BL970N11,Consumer Cyclical,Gambling,Ireland,NGM
GAMC,Golden Arrow Merger Corp.,US3807991068,Financial Services,Shell Companies,United States,NCM
GAMCU,Golden Arrow Merger Corp.,US3807992058,Financial Services,Shell Companies,United States,NCM
GAME,"Engine Gaming and Media, Inc.",CA29287W1023,Communication Services,Electronic Gaming & Multimedia,Canada,NCM
GAN,GAN Limited,BMG3728V1090,Consumer Cyclical,Gambling,United States,NCM
GANX,"Gain Therapeutics, Inc.",US36269B1052,Healthcare,Biotechnology,United States,NGM
GASS,"StealthGas, Inc.",MHY816691064,Industrials,Marine Shipping,Greece,NMS
GATE,Marblegate Acquisition Corp.,US56608A1051,Financial Services,Shell Companies,United States,NGM
GATEU,Marblegate Acquisition Corp.,US56608A2042,Financial Services,Shell Companies,United States,NGM
GATEW,Marblegate Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
GBDC,"Golub Capital BDC, Inc.",-,Financial Services,Asset Management,United States,NMS
GBIO,Generation Bio Co.,US37148K1007,Healthcare,Biotechnology,United States,NMS
GBNH,Greenbrook TMS Inc.,CA3937043097,Healthcare,Medical Care Facilities,Canada,NCM
GBNY,"Generations Bancorp NY, Inc.",US37149G1085,Financial Services,Banks—Regional,United States,NCM
GBOX,Greenbox POS,US39366L2088,Technology,Software—Infrastructure,United States,NCM
GBRG,Goldenbridge Acquisition Limite,VGG3970D1042,Financial Services,Shell Companies,Hong Kong,NCM
GBRGU,Goldenbridge Acquisition Limite,VGG3970D1125,Financial Services,Shell Companies,Hong Kong,NCM
GBS,GBS Inc.,US36151G1058,Healthcare,Medical Devices,United States,NGM
GBT,"Global Blood Therapeutics, Inc.",US37890U1088,Healthcare,Biotechnology,United States,NMS
GCAC,Growth Capital Acquisition Corp,US39986V1070,Financial Services,Shell Companies,United States,NCM
GCACU,Growth Capital Acquisition Corp,US39986V2060,Financial Services,Shell Companies,United States,NCM
GCBC,"Greene County Bancorp, Inc.",US3943571071,Financial Services,Banks—Regional,United States,NCM
GCMG,GCM Grosvenor Inc.,US36831E1082,Financial Services,Asset Management,United States,NGM
GCP,GCP Applied Technologies Inc.,US36164Y1010,Basic Materials,Specialty Chemicals,United States,NYQ
GD,General Dynamics Corporation,US3695501086,Industrials,Aerospace & Defense,United States,NYQ
GDEN,"Golden Entertainment, Inc.",US3810131017,Consumer Cyclical,Resorts & Casinos,United States,NGM
GDEV,Nexters Inc.,VGG6529J1003,Communication Services,Electronic Gaming & Multimedia,Cyprus,NGM
GDNRU,Gardiner Healthcare Acquisition,-,Financial Services,Shell Companies,United States,NGM
GDRX,"GoodRx Holdings, Inc.",US38246G1085,Healthcare,Health Information Services,United States,NMS
GDS,GDS Holdings Limited,US36165L1089,Technology,Information Technology Services,China,NGM
GDYN,"Grid Dynamics Holdings, Inc.",US39813G1094,Technology,Information Technology Services,United States,NCM
GE,General Electric Company,US3696043013,Industrials,Specialty Industrial Machinery,United States,NYQ
GECC,Great Elm Capital Corp.,US3903201099,Financial Services,Asset Management,United States,NGM
GEEXU,Games & Esports Experience Acqu,KYG3731J1013,Financial Services,Shell Companies,United States,NGM
GEG,"Great Elm Group, Inc.",US39037G1094,Healthcare,Medical Distribution,United States,NMS
GENC,Gencor Industries Inc.,US3686781085,Industrials,Farm & Heavy Construction Machinery,United States,NGM
GENE,Genetic Technologies Ltd,US37185R3075,Healthcare,Diagnostics & Research,Australia,NCM
GENX,GENEX PHARMACEUTICALS INC,US37227T1051,Healthcare,Drug Manufacturers—Specialty & Generic,China,PNK
GEOS,Geospace Technologies Corporati,US37364X1090,Energy,Oil & Gas Equipment & Services,United States,NMS
GERN,Geron Corporation,US3741631036,Healthcare,Biotechnology,United States,NMS
GET,Getnet Adquirencia e Servicos p,US37428A1034,Technology,Software—Infrastructure,Brazil,NMS
GEVO,"Gevo, Inc.",US3743964062,Basic Materials,Specialty Chemicals,United States,NCM
GFAI,"Guardforce AI Co., Limited",KYG4236L1124,Industrials,Security & Protection Services,Thailand,NCM
GFED,"Guaranty Federal Bancshares, In",US40108P1012,Financial Services,Banks—Regional,United States,NGM
GFGDU,The Growth for Good Acquisition,-,Financial Services,Shell Companies,United States,NGM
GFS,GlobalFoundries Inc.,KYG393871085,Technology,Semiconductors,United States,NMS
GGAAU,Genesis Growth Tech Acquisition,KYG3R23D1104,Financial Services,Shell Companies,Switzerland,NGM
GGAL,Grupo Financiero Galicia S.A.,US3999091008,Financial Services,Banks—Regional,Argentina,NCM
GGGV,G3 VRM Acquisition Corp.,US3624251001,Financial Services,Shell Companies,United States,NCM
GGGVU,G3 VRM Acquisition Corp.,US3624252090,Financial Services,Shell Companies,United States,NCM
GGMC,Glenfarne Merger Corp.,US3785791068,Financial Services,Shell Companies,United States,NCM
GGMCU,Glenfarne Merger Corp.,US3785792058,Financial Services,Shell Companies,United States,NCM
GGPI,"Gores Guggenheim, Inc.",US38286Q1076,Financial Services,Shell Companies,United States,NCM
GGPIU,"Gores Guggenheim, Inc.",US38286Q2066,Financial Services,Shell Companies,United States,NCM
GH,"Guardant Health, Inc.",US40131M1099,Healthcare,Diagnostics & Research,United States,NMS
GHAC,Gaming & Hospitality Acquisitio,US3646811063,Financial Services,Shell Companies,United States,NCM
GHACU,Gaming & Hospitality Acquisitio,US3646812053,Financial Services,Shell Companies,United States,NCM
GHRS,GH Research PLC,IE000GID8VI0,Healthcare,Biotechnology,Ireland,NGM
GHSI,"Guardion Health Sciences, Inc.",US40145Q4010,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
GIAC,Gesher I Acquisition Corp.,KYG385371094,Financial Services,Shell Companies,Israel,NGM
GIACU,Gesher I Acquisition Corp.,KYG385371177,Financial Services,Shell Companies,Israel,NGM
GIFI,"Gulf Island Fabrication, Inc.",US4023071024,Industrials,Metal Fabrication,United States,NMS
GIGA,Giga-tronics Incorporated,US3751753043,Technology,Scientific & Technical Instruments,United States,PNK
GIGM,GigaMedia Limited,SG9999014831,Communication Services,Electronic Gaming & Multimedia,Taiwan,NCM
GIII,"G-III Apparel Group, LTD.",US36237H1014,Consumer Cyclical,Apparel Manufacturing,United States,NMS
GIIX,"Gores Holdings VIII, Inc.",US3828631081,Financial Services,Shell Companies,United States,NCM
GIIXU,"Gores Holdings VIII, Inc.",US3828632071,Financial Services,Shell Companies,United States,NCM
GILD,"Gilead Sciences, Inc.",US3755581036,Healthcare,Drug Manufacturers—General,United States,NMS
GILT,Gilat Satellite Networks Ltd.,IL0010825102,Technology,Communication Equipment,Israel,NMS
GIPR,Generation Income Properties In,US37149D2045,Real Estate,REIT—Diversified,United States,NCM
GIS,"General Mills, Inc.",US3703341046,Consumer Defensive,Packaged Foods,United States,NYQ
GIW,"GigInternational1, Inc.",US37518W1062,Financial Services,Shell Companies,United States,NCM
GIWWU,"GigInternational1, Inc.",US37518W2052,Financial Services,Shell Companies,United States,NCM
GL,Globe Life Inc.,US37959E1029,Financial Services,Insurance—Life,United States,NYQ
GLAD,Gladstone Capital Corporation,US3765351008,Financial Services,Asset Management,United States,NMS
GLAQ,Globis Acquisition Corp.,US3795821095,Financial Services,Shell Companies,United States,NCM
GLAQU,Globis Acquisition Corp.,US3795822085,Financial Services,Shell Companies,United States,NCM
GLBE,Global-E Online Ltd.,IL0011741688,Consumer Cyclical,Internet Retail,Israel,NMS
GLBL,Cartesian Growth Corporation,KYG192761073,Financial Services,Shell Companies,United States,NCM
GLBLU,Cartesian Growth Corporation,KYG192761230,Financial Services,Shell Companies,United States,NCM
GLBLW,Cartesian Growth Corporation Warrant,-,Financial Services,Shell Companies,United States,NCM
GLBS,Globus Maritime Limited,MHY272651263,Industrials,Marine Shipping,Greece,NCM
GLBZ,Glen Burnie Bancorp,US3774071019,Financial Services,Banks—Regional,United States,NCM
GLDD,Great Lakes Dredge & Dock Corpo,US3906071093,Industrials,Engineering & Construction,United States,NMS
GLE.PA,SOCIETE GENERALE,JO1102011011,Financial Services,Banks—Regional,France,PAR
GLEE,Gladstone Acquisition Corp.,US37653T1088,Financial Services,Shell Companies,United States,NCM
GLEEU,Gladstone Acquisition Corp.,US37653T2078,Financial Services,Shell Companies,United States,NCM
